,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Email: ,marketing@dyllu.com,,TeL: 0086 512 6569 0317;  Mobile phone: 0086 18061927935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Qty should be multiple of Basic Qty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTSS2202,,,2 Pcs screwdriver set,"2 Pcs screwdriver set  
Material:40cr       Round shank
SL6.5*38mm
PH2*38mm
Packed by plastic hanger",SET,14 MDL,,320,160,0.00,0.000,0.00,Plastic hanger,0.039,13.50,160,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTSS2302,,,2 Pcs screwdriver set,"2 Pcs screwdriver set  
Material:40cr     Round shank
SL6.5*100mm
PH2*100mm
Packed by plastic hanger",SET,21 MDL,,320,80,0.00,0.000,0.00,Plastic hanger,0.038,13.50,240,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTSS2204,,,4 Pcs screwdriver set,"4 Pcs screwdriver set  
Material:40cr   Round shank
SL5.5*75   SL6.5*100      
PH1*75 PH2*100
Packed by plastic hanger",SET,36 MDL,,240,80,0.00,0.000,0.00,Plastic hanger,0.072,23.00,80,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTSS2206,,,6 Pcs screwdriver set,"6 Pcs screwdriver set  
Material:40cr   Round shank
SL3*75   SL5.5*100   
SL6.5*100   PH0*75      
PH1*100     PH2*100
Packed by plastic hanger",SET,48 MDL,,200,40,0.00,0.000,0.00,Plastic hanger,0.047,14.80,160,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTSS2408,,,8 Pcs screwdriver set,"8 Pcs screwdriver set  
Material:40cr  Round shank
SL6.5*38 PH2*38
SL3*75 SL5.5*75 
SL6.5*100  PH0*75    
PH1*75    PH2*100
Packed by sliding card",SET,63 MDL,,144,36,0.00,0.000,0.00,Double blister,0.069,17.70,144,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTSS2410,,,10 Pcs screwdriver set,"10 Pcs screwdriver set  
Material:40cr  Round shank
SL3*75 SL5.5*100
SL6.5*100 SL8*150
SL6.5*38 PH0*75
PH1*100 PH2*100
PH3*150 PH2*38
Packed by sliding card",SET,96 MDL,,120,24,0.00,0.000,0.00,Double blister,0.058,18.70,96,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTSS24T6,,,6 Pcs Nut screwdriver set,"6 Pcs Nut screwdriver set
Size: 5mm,6mm,7mm,8mm,9mm,10mm
Length: 185mm
Material:45#CS
Round shank
Head type: hexagon
New design handle
Packed by double blister",SET,122 MDL,,144,24,0.00,0.000,0.00,Double blister,0.055,14.50,120,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTSS2J04,,,4-In-1 Pocket pen-shape screwdriver,"4-In-1 Pocket pen-shape screwdriver
Material:Cr-V
Include:
1 pcs SL3.0+SL4.0 double head magnetic bits
1 pcs PH0+PH1 double head magnetic bits
1 pcs comfortable plastic handle
The convenience of a set of precision drivers in a one-pocket tool.
Portable function
Pack by display color box",SET,17 MDL,,288,144,0.00,0.000,0.00,Display color box,0.023,5.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTSS2B06,,,6Pcs precision screwdriver set,"6Pcs precision screwdriver set 
Material:Cr-V
Include：
1 pcs SL2.0*50mm
1 pcs SL2.5*50mm
1 pcs SL3.0*50mm
1 pcs PH0*50mm
1 pcs PH00*50mm
1 pcs PH000*50mm
Pack by plastic box",SET,49 MDL,,300,60,0.00,0.000,0.00,Plastic box,0.022,6.80,120,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTSS1J31,,,31-In-1 screwdriver set,"31-In-1 Screwdriver set
Material：Cr-V;
Include：
1 pcs two color soft handle
30 pcs 4X28mm bits:
SL1.3 SL1.5 SL2.0 SL2.5 SL3.0 SL3.5 SL4.0
PH00 PH0 PH1 PH2
H1.0 H1.5 H2.0 H2.5 H3.0 H4.0
T4 T5 T6 T7 T8 T10 T15 T20
U2.0 Y3 
five star 2.0 
scratch awl bits
Triangle  head 2.3
Pack by display color box",SET,60 MDL,,360,36,0.00,0.000,0.00,Display color box,0.031,7.23,288,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTSS8608,,Best seller,8 in 1 stubby ratchet screwdriver set,"8 in 1 stubby ratchet screwdriver set
Material:Cr-V
Include:
1 Pcs  ratchet handle
7 Pcs  1/4""*25mm screwdriver  bits
Size:SL5,SL6,PH0,PH1,PH2,T10,T20
Packed by sliding card",SET,39 MDL,,720,80,0.00,0.000,0.00,Sliding card,0.044,12.60,320,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTSS8B28,,Best seller,28 Pcs Screwdriver bits set,"28 Pcs screwdriver set
Material:CR-V
26Pcs  1/4""X25mm screwdriver bits:SL3 SL4 SL5 SL6 SL7 PH0 PH1 PH2 PH2 PH3 PZ0 PZ1 PZ2 PZ3 T10 T15 T20 T25 T27 T30 H2 H2.5 H3 H4 H5 H6
1Pcs unique design ratchet handle
1Pcs 1/4""X50mm bits holder
Packed by plastic box",SET,87 MDL,,252,36,0.00,0.000,0.00,Plastic box,0.023,13.00,252,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTSS8B43,,,43 Pcs Screwdriver bits set,"43 Pcs screwdriver set
Material:CR-V
18Pcs  1/4""X25mm screwdriver bits:SL4 SL5 SL6  PH0 PH1 PH2 PH3 PZ1 PZ2 T10 T15 T20 T25 T27 H3 H4 H5 H6
12Pcs 4X28mm precision screwdriver bits:SL1.5 SL2 SL2.5 PH000 PH00 T6 T7 T8 Y2 U2.6 Five Star0.8 Five Star1.2
1Pcs 4-6mm(25mm)bits adaptor
9Pcs 1/4""X20.5mm sockets:4mm 5mm 6mm 7mm 8mm 9mm 10mm 11mm 12mm
1Pcs 1/4""X50mm bits holder
1Pcs unique design ratchet handle(1/4""X115mm)
1Pcs unique design handle(4mmX113mm)
Packed by plastic box",SET,164 MDL,,240,24,0.00,0.000,0.00,Plastic box,0.031,14.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTSS8B45,,Best seller,45 Pcs T-handle wrench screwdriver set,"45 Pcs T-handle wrench screwdriver set
Material:CR-V
36Pcs  1/4""X25mm screwdriver bits:SL3 SL4 SL5 SL6 SL6 SL7 PH0 PH1 PH1 PH2 PH2 PH2 PH3 PZ0 PZ1 PZ2 PZ3 T8 T9 T10 T15 T20 T25 T27 T30 T40 H2 H2.5 H3 H4 H5 H6 S0 S1 S2 S3
6Pcs 1/4""X20.5mm socket: 5 6 7 8 9 10mm
1Pcs adaptor
1Pcs 1/4""X139mm bits holder
1Pcs T-ratchet handle
Packed by plastic box",SET,162 MDL,,240,24,0.00,0.000,0.00,Plastic box,0.030,15.00,240,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTSD7203,,,Insulated screwdriver,"Screwdriver type: insulated
1000V
Tip type: phillips   
Tip size: PH0
Round shank
Length: 75mm
Material: Cr-V steel
Blade finish: black tip
Magnetised tip
Comfortable soft grip handle
Packed by plastic hanger",PCS,16 MDL,,720,240,0.00,0.000,0.00,Plastic hanger,0.051,11.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTSD7213,,,Insulated screwdriver,"Screwdriver type: insulated
1000V
Tip type: phillips 
Tip size: PH1
Round shank
Length: 80mm
Material: Cr-V steel
Blade finish: black tip
Magnetised tip
Comfortable soft grip handle
Packed by plastic hanger",PCS,19 MDL,,720,240,0.00,0.000,0.00,Plastic hanger,0.057,18.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTSD7224,,,Insulated screwdriver,"Screwdriver type: insulated
1000V
Tip type: phillips
Tip size: PH2
Round shank
Length: 100mm
Material: Cr-V steel
Blade finish: black tip
Magnetised tip
Comfortable soft grip handle
Packed by plastic hanger",PCS,24 MDL,,576,144,0.00,0.000,0.00,Plastic hanger,0.045,16.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTSD7236,,,Insulated screwdriver,"Screwdriver type: insulated
1000V
Tip type: phillips
Tip size: PH3
Round shank
Length: 150mm
Material: Cr-V steel
Blade finish: black tip
Magnetised tip
Comfortable soft grip handle
Packed by plastic hanger",PCS,35 MDL,,576,144,0.00,0.000,0.00,Plastic hanger,0.051,23.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTSD7233,,,Insulated screwdriver,"Screwdriver type: insulated
1000V
Tip type: slotted
Tip size: SL3.0
Round shank
Length: 75mm
Material: Cr-V steel
Blade finish: black tip
Magnetised tip
Comfortable soft grip handle
Packed by plastic hanger",PCS,16 MDL,,720,240,0.00,0.000,0.00,Plastic hanger,0.053,12.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTSD7244,,,Insulated screwdriver,"Screwdriver type: insulated
1000V
Tip type: slotted
Tip size: SL4.0
Round shank
Length: 100mm
Material: Cr-V steel
Blade finish: black tip
Magnetised tip
Comfortable soft grip handle
Packed by plastic hanger",PCS,19 MDL,,720,240,0.00,0.000,0.00,Plastic hanger,0.064,19.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTSD7255,,,Insulated screwdriver,"Screwdriver type: insulated
1000V
Tip type: slotted
Tip size: SL5.5
Round shank
Length: 125mm
Material: Cr-V steel
Blade finish: black tip
Magnetised tip
Comfortable soft grip handle
Packed by plastic hanger",PCS,24 MDL,,720,240,0.00,0.000,0.00,Plastic hanger,0.081,27.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTSD7266,,,Insulated screwdriver,"Screwdriver type: insulated
1000V
Tip type: slotted
Tip size: SL6.5
Round shank
Length: 150mm
Material: Cr-V steel
Blade finish: black tip
Magnetised tip
Comfortable soft grip handle
Packed by plastic hanger",PCS,28 MDL,,576,144,0.00,0.000,0.00,Plastic hanger,0.055,19.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTSD7273,,,Insulated screwdriver,"Screwdriver type: insulated
1000V
Tip type: Pozidriv
Tip size: PZ1
Round shank
Length: 80mm
Material: Cr-V steel
Blade finish: black tip
Magnetised tip
Comfortable soft grip handle
Packed by plastic hanger",PCS,19 MDL,,720,240,0.00,0.000,0.00,Plastic hanger,0.057,17.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTSD7274,,,Insulated screwdriver,"Screwdriver type: insulated
1000V
Tip type: Pozidriv
Tip size: PZ2
Round shank
Length: 100mm
Material: Cr-V steel
Blade finish: black tip
Magnetised tip
Comfortable soft grip handle
Packed by plastic hanger",PCS,24 MDL,,576,144,0.00,0.000,0.00,Plastic hanger,0.043,15.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTSS7407,,,7 Pcs insulated screwdriver set,"7 Pcs Insulated screwdriver set
Include screwdrivers:
SL3.0×75
SL4.0×100
SL5.5×125
SL6.5×150
PH0×75
PH1×80
PH2×100
New design handle
Round shank, 1000V
Packed by double blister",SET,148 MDL,,252,36,0.00,0.000,0.00,Double blister,0.087,22.00,180,72,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTHM8316,,Best seller,Claw hammer,"Weight:16oz/450g
Unique design handle
All steel drop-forged claw hammer
Heat treatment
Packed by paper card",PCS,139 MDL,,240,12,0.00,0.000,0.00,Label,0.015,12.00,120,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTHM8116,,,Claw hammer,"Weight:16oz/450g
All steel drop-forged claw hammer
Unique design handle
Heat treatment
Packed by paper card",PCS,145 MDL,,360,12,0.00,0.000,0.00,Paper card,0.016,11.50,120,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTHM8320,,Best seller,Claw hammer,"Weight:20oz/560g
All steel drop-forged claw hammer
Unique design handle
Heat treatment
Packed by paper card",PCS,163 MDL,,240,12,0.00,0.000,0.00,Paper card,0.020,13.03,0,240,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTHM8360,,Best seller,Claw hammer,"Weight:600g
Magnetic nail function
Anti-slip function
All heat treatment
45# carbon steel 
Unique design anti-shock handle
Packed by paper card",PCS,186 MDL,,360,12,0.00,0.000,0.00,Paper card,0.021,11.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTHM8335,,,Machinist hammer,"Weight:500g
Innovated overall drop-forged  hammer head
Heat treatment
Heavy duty hammer head and long life
Unique design handle
Packed by paper card",PCS,123 MDL,,360,18,0.00,0.000,0.00,Paper card,0.022,19.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTHM8341,,,Stoning hammer,"Weight:1000g
Innovated overall drop-forged  hammer head
Heat treatment
Heavy duty hammer head and long life
Unique design handle
Packed by paper card",PCS,189 MDL,,360,18,0.00,0.000,0.00,Paper card,0.021,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTHM8356,,,Ball pein hammer,"Weight:16oz
Innovated overall drop-forged  hammer head
Heat treatment
Heavy duty hammer head and long life
Unique design handle
Packed by paper card",PCS,127 MDL,,360,18,0.00,0.000,0.00,Paper card,0.014,16.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTHM8195,,Best seller,Drywall hammer,"Weight:16oz 
Innovated overall drop-forged hammer head
Bevel nail slot allows for easy nail pulling Milled striking face increases striking accuracy 
The sharp blade of the hammer will score drywall 
Heavy duty hammer head and long life Hatchet end designed to assist with drywall transport Ideal for framers, roofers, carpenters, contractors, tradesman & serious DIYers. Packed by paper card",PCS,175 MDL,,360,18,0.00,0.000,0.00,Paper card,0.029,18.50,180,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTHM8166,,Best seller,Axe,"Weight:600g
All steel drop-forged axe
Unique design handle
Heat treatment
Packed by paper card",PCS,202 MDL,,120,12,0.00,0.000,0.00,Paper card,0.013,13.08,0,0,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTHM33D8,,Best seller,Mini claw hammer,"Weight: 8oz/220g
Hammer head same like 8oz claw hammer
Drop-forged hammer head
Heat treatment
Material: 45# carbon steel
Unique design fiberglass handle
Packed by paper card",PCS,45 MDL,,240,48,0.00,0.000,0.00,Paper card,0.024,17.50,192,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTHM3308,,Best seller,Claw hammer,"Weight：8oz/220g
Drop-forged hammerhead
Heat treatment,45# carbon steel 
Unique design fiberglass handle
Packed by label",PCS,45 MDL,,288,36,0.00,0.000,0.00,Label,0.024,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTHM3316,,Best seller,Claw hammer,"Weight:16oz/450g
Drop-forged hammerhead
Heat treatment,45# carbon steel 
Unique design fiberglass handle
Packed by label",PCS,66 MDL,,240,24,0.00,0.000,0.00,Label,0.026,17.00,48,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTHM336L,,Best seller,Long handle claw hammer,"Weight:16oz/450g
Long handle:400mm
Drop-forged hammerhead
Heat treatment, 45# carbon steel 
Unique design  fiberglass handle
Packed by label",PCS,72 MDL,,240,24,0.00,0.000,0.00,Label,0.032,19.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTHM3320,,Best seller,Claw hammer,"Weight:20oz/560g
Drop-forged hammerhead
Heat treatment,45# carbon steel 
Unique design fiberglass handle
Packed by label",PCS,72 MDL,,270,18,0.00,0.000,0.00,Label,0.021,14.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTHM3327,,Best seller,British type claw hammer,"British type claw hammer
Drop-forged hammerhead
Heat treatment,45# carbon steel
Unique design fiberglass handle 
Packed by label",PCS,66 MDL,,120,24,0.00,0.000,0.00,Label,0.027,17.00,144,96,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTHM3360,,,Roofing hammer,"Weight：600g
Magnetic nail function
Drop-forged hammerhead
Heat treatment,45# carbon steel 
Unique design fiberglass handle
Packed by label",PCS,95 MDL,,108,18,0.00,0.000,0.00,Label,0.025,16.00,216,108,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTHM3306,,,Masons hammer,"Masons hammer
Weight：600g
Type B
Pry nails function
Anti-slip knock surface
Heat treatment,45# carbon steel
Unique design fiberglass handle
Packed by label",PCS,95 MDL,,360,18,0.00,0.000,0.00,Label,0.029,17.00,0,162,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTHM1300,,,Machinist hammer,"Weight  100g
Drop-forged hammerhead
Heat treatment,45# carbon steel
Unique design fiberglass handle
Packed by label",PCS,28 MDL,,600,60,0.00,0.000,0.00,Label,0.020,11.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTHM1302,,,Machinist hammer,"Weight：200g
Drop-forged hammerhead
Heat treatment,45# carbon steel 
Unique design fiberglass handle
Packed by label",PCS,40 MDL,,288,48,0.00,0.000,0.00,Label,0.022,15.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTHM1303,,Best seller,Machinist hammer,"Weight 300g
Drop-forged hammerhead
Heat treatment, 45# carbon steel 
Unique design fiberglass handle
Packed by label",PCS,46 MDL,,252,36,0.00,0.000,0.00,Label,0.022,18.00,72,396,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTHM1305,,Best seller,Machinist hammer,"Weight 500g
Drop-forged hammerhead
Heat treatment, 45# carbon steel 
Unique design fiberglass handle
Packed by label",PCS,58 MDL,,240,24,0.00,0.000,0.00,Label,0.020,17.80,120,120,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTHM1310,,,Machinist hammer,"Weight：1000g
Drop-forged hammerhead
Heat treatment,45# carbon steel 
Unique design fiberglass handle
Packed by label",PCS,93 MDL,,120,12,0.00,0.000,0.00,Label,0.017,16.50,60,0,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTHM1315,,,Machinist hammer,"Weight  1500g
Drop-forged hammerhead
Heat treatment,45# carbon steel 
Unique design fiberglass handle
Packed by label",PCS,128 MDL,,120,12,0.00,0.000,0.00,Label,0.025,23.00,120,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTHM1320,,,Machinist hammer,"Weight：2000g
Drop-forged hammerhead
Heat treatment,45# carbon steel 
Unique design fiberglass handle
Packed by label",PCS,149 MDL,,120,12,0.00,0.000,0.00,Label,0.026,29.00,60,0,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTHM2308,,,Stoning hammer,"Weight:800g
Drop-forged hammerhead
Heat treatment,45# carbon steel 
Unique design fiberglass handle
Packed by label",PCS,87 MDL,,360,18,0.00,0.000,0.00,Label,0.015,18.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTHM2310,,Best seller,Stoning hammer,"Weight  1000g
Drop-forged hammerhead
Heat treatment,45# carbon steel 
Unique design fiberglass handle
Packed by label",PCS,86 MDL,,120,12,0.00,0.000,0.00,Label,0.012,15.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTHM2315,,Best seller,Stoning hammer,"Weight：1500g
Drop-forged hammerhead
Heat treatment,45# carbon steel 
Unique design fiberglass handle
Packed by label",PCS,112 MDL,,120,12,0.00,0.000,0.00,Label,0.014,21.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTHM2320,,Best seller,Stoning hammer,"Weight  2000g
Drop-forged hammerhead
Heat treatment,45# carbon steel 
Unique design fiberglass handle
Packed by label",PCS,127 MDL,,120,12,0.00,0.000,0.00,Label,0.018,29.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
